,event_date,year,month,day,country_code,latitude,longitude,witness,issue
17736,2019-08-24,2019,8,24,ES,41.32369,1.68751,Maria Angeles Puig;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17737,2020-07-21,2020,7,21,ES,40.01143,-0.16049,Laura Blanco-Sierra;Francisco Collantes;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17738,2020-07-25,2020,7,25,ES,36.50161,-4.81399,Maria Angeles Puig;Isis Sanpera-Calbet;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17741,2020-07-13,2020,7,13,ES,41.38539,2.08619,Simone Mariani;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17742,2020-06-10,2020,6,10,US,27.98654,-82.57194,Sarah Delacour;Santi Escartin Peña;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17743,2021-07-05,2021,7,5,ES,41.68323,2.80057,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17744,2018-10-16,2018,10,16,ES,41.47318,2.08399,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17746,2020-06-19,2020,6,19,ES,36.84087,-4.24568,Simone Mariani;Maria Angeles Puig;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17748,2021-06-28,2021,6,28,ES,42.11695,2.75859,Ignacio Ruiz-Arrondo;Carlos Barceló;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17749,2021-06-21,2021,6,21,IT,41.88139,16.18178,Ignacio Ruiz-Arrondo;Mikel Alexander González;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17750,2020-10-11,2020,10,11,ES,41.07723,1.14359,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17751,2018-07-01,2018,7,1,ES,41.69389,2.72825,Ignacio Ruiz-Arrondo;Sarah Delacour;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17753,2020-08-25,2020,8,25,ES,41.36677,2.05804,Maria Angeles Puig;Rafael Gutiérrez-López;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17756,2018-07-05,2018,7,5,ES,41.62143,2.19454,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17757,2018-09-22,2018,9,22,ES,39.61018,-0.56249,Rosario Melero-Alcíbar;Ignacio Ruiz-Arrondo;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17758,2019-08-17,2019,8,17,ES,39.52985,-0.6344,Maria Angeles Puig;Santi Escartin Peña;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17759,2020-06-07,2020,6,7,ES,41.55821,2.37271,Sarah Delacour;Santi Escartin Peña;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17760,2019-10-05,2019,10,5,ES,41.5586,1.95502,Ignacio Ruiz-Arrondo;Sarah Delacour;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17761,2018-07-27,2018,7,27,ES,42.116,2.97216,Sarah Delacour;Daniel Bravo-Barriga;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17762,2019-08-28,2019,8,28,ES,41.99617,2.83551,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17763,2021-06-19,2021,6,19,ES,42.12724,3.12185,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17765,2018-09-10,2018,9,10,ES,41.68046,2.41632,Sarah Delacour;Ignacio Ruiz-Arrondo;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17768,2021-07-20,2021,7,20,ES,41.53759,2.42887,Simone Mariani;Sarah Delacour;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17770,2021-07-26,2021,7,26,IT,45.54852,10.72751,Karin Bakran-Lebl;Diego Parrondo Montón;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17772,2020-06-22,2020,6,22,ES,41.51904,2.23593,Simone Mariani;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17773,2018-10-15,2018,10,15,ES,38.98891,-0.18247,Ignacio Ruiz-Arrondo;Sarah Delacour;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17774,2019-07-06,2019,7,6,ES,38.68673,0.11529,Santi Escartin Peña;Maria Angeles Puig;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17775,2021-06-29,2021,6,29,HU,47.45832,19.13208,UNIROMA1;Elton Rogozi;Roger Eritja;Kornélia Kurucz,CONTINENT_DERIVED_FROM_COORDINATES
17776,2021-07-03,2021,7,3,ES,41.53763,2.42895,Ignacio Ruiz-Arrondo;Carlos Barceló;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17778,2019-07-27,2019,7,27,ES,36.50204,-4.97065,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17781,2019-08-10,2019,8,10,ES,41.80844,2.98734,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17784,2021-07-17,2021,7,17,IT,40.33512,15.06231,Gábor Kemenesi;Mihaela Kavran;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17787,2021-09-12,2021,9,12,ES,41.45552,2.25411,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17788,2020-01-18,2020,1,18,IT,45.79627,8.87822,Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17791,2019-08-10,2019,8,10,ES,42.10839,2.7663,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17793,2019-08-19,2019,8,19,ES,41.55698,2.35284,Maria Angeles Puig;Santi Escartin Peña;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17796,2021-09-13,2021,9,13,ES,41.68777,2.48613,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17797,2021-07-29,2021,7,29,ES,41.69387,2.72833,Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja;Carlos Barceló,CONTINENT_DERIVED_FROM_COORDINATES
17802,2020-07-12,2020,7,12,ES,36.49017,-4.97327,Maria Angeles Puig;Laura Blanco-Sierra;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17805,2021-09-09,2021,9,9,ES,41.53759,2.42888,Mikel Alexander González;Mikel Bengoa Paulis;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17807,2021-09-16,2021,9,16,ES,41.35182,2.02578,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17808,2020-09-30,2020,9,30,ES,37.37764,-5.98602,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17809,2021-09-04,2021,9,4,ES,41.53758,2.42887,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17817,2020-08-02,2020,8,2,ES,40.41853,0.42373,Maria Angeles Puig;Roger Eritja;Isis Sanpera-Calbet;Carlos Barceló,CONTINENT_DERIVED_FROM_COORDINATES
17818,2020-08-10,2020,8,10,ES,37.19839,-3.62379,Maria Angeles Puig;Sarah Delacour;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17821,2019-06-30,2019,6,30,ES,41.38726,2.06049,Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17824,2020-11-04,2020,11,4,IT,40.45244,16.90382,Elton Rogozi;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17825,2021-05-27,2021,5,27,IT,45.57201,12.10065,Ognyan Mikov;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17828,2018-07-29,2018,7,29,ES,36.5185,-4.85639,Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17829,2020-10-10,2020,10,10,ES,41.53758,2.4289,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17830,2020-07-24,2020,7,24,ES,41.67706,2.80107,Francisco Collantes;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17832,2019-08-04,2019,8,4,ES,41.72553,1.84332,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17833,2019-09-14,2019,9,14,ES,41.98034,2.81526,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja;Mikel Bengoa Paulis,CONTINENT_DERIVED_FROM_COORDINATES
17834,2018-07-18,2018,7,18,ES,41.68316,2.80085,Maria Angeles Puig;Roger Eritja;Ignacio Ruiz-Arrondo;Sarah Delacour,CONTINENT_DERIVED_FROM_COORDINATES
17835,2018-09-08,2018,9,8,ES,36.53675,-4.62779,Sarah Delacour;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17836,2020-08-17,2020,8,17,ES,37.11908,-1.83735,Sarah Delacour;Ignacio Ruiz-Arrondo;Martina Ferraguti;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17837,2021-07-27,2021,7,27,HR,44.46742,15.01654,Hans-Peter Fuehrer;UNIROMA1;Ana Klobucar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17838,2020-06-07,2020,6,7,ES,37.57523,-1.20432,Sarah Delacour;Rosario Melero-Alcíbar;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17839,2018-07-18,2018,7,18,ES,41.29068,1.97614,Roger Eritja;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17840,2020-08-31,2020,8,31,ES,41.53761,2.42882,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17841,2019-08-13,2019,8,13,ES,42.1983,2.1941,Santi Escartin Peña;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17845,2020-08-10,2020,8,10,ES,36.78298,-3.06785,Maria Angeles Puig;Sarah Delacour;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17846,2020-06-07,2020,6,7,ES,37.11934,-1.83769,Sarah Delacour;Rosario Melero-Alcíbar;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17848,2019-07-16,2019,7,16,FR,43.85844,5.20245,Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
17849,2020-05-11,2020,5,11,ES,41.27182,1.96951,Maria Angeles Puig;Mikel Bengoa Paulis;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17850,2019-09-23,2019,9,23,ES,43.29652,-3.00694,Maria Angeles Puig;Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17851,2021-07-28,2021,7,28,ES,41.97822,2.81414,Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja;Carlos Barceló,CONTINENT_DERIVED_FROM_COORDINATES
17854,2019-09-20,2019,9,20,ES,41.56652,1.65425,Santi Escartin Peña;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17855,2020-11-20,2020,11,20,ES,41.72748,2.93299,Mikel Alexander González;Sergio Magallanes;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17856,2021-07-05,2021,7,5,IT,46.49465,11.32878,Diego Parrondo Montón;Gábor Kemenesi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17857,2018-06-10,2018,6,10,ES,38.38716,-0.48239,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17861,2021-07-22,2021,7,22,IT,46.08445,13.19992,CMV-NVWA;Filiz Gunay;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17863,2020-10-11,2020,10,11,ES,41.39416,2.14301,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17865,2021-07-05,2021,7,5,ES,41.27182,1.96973,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17866,2021-07-07,2021,7,7,AT,48.1965,16.41583,Aleksandar Cvetkovikj;Cintia Horváth;Karin Bakran-Lebl;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17870,2018-06-26,2018,6,26,ES,41.91586,0.19439,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17872,2021-09-02,2021,9,2,ES,36.52574,-4.84589,Sarah Delacour;Simone Mariani;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17876,2020-05-04,2020,5,4,ES,37.19823,-1.81562,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17877,2018-07-20,2018,7,20,ES,41.798,1.9554,Sarah Delacour;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17878,2018-09-02,2018,9,2,ES,41.45615,2.24237,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17879,2020-05-28,2020,5,28,ES,42.04631,2.95563,Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17880,2021-06-10,2021,6,10,ES,41.21054,1.61236,Laura Blanco-Sierra;Simone Mariani;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17882,2020-10-07,2020,10,7,ES,39.82984,-0.10871,Isis Sanpera-Calbet;Mikel Alexander González;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17884,2020-09-24,2020,9,24,ES,41.414,2.13995,Laura Blanco-Sierra;Sarah Delacour;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17887,2021-07-23,2021,7,23,ES,38.06973,-1.11288,Isis Sanpera-Calbet;Carlos Barceló;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17888,2020-07-22,2020,7,22,ES,41.80583,1.89668,Francisco Collantes;Laura Blanco-Sierra;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17889,2020-07-24,2020,7,24,ES,41.61771,1.87035,Francisco Collantes;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17890,2018-09-17,2018,9,17,ES,39.84381,3.13037,Sarah Delacour;Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17892,2019-09-17,2019,9,17,ES,39.72037,2.91571,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17894,2021-08-22,2021,8,22,ES,41.69084,0.63244,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17895,2020-07-03,2020,7,3,ES,41.73679,2.94995,Maria Angeles Puig;Santi Escartin Peña;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17897,2021-06-14,2021,6,14,ES,41.68222,2.80397,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17898,2020-09-21,2020,9,21,ES,41.37384,2.16411,Sarah Delacour;Simone Mariani;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17899,2021-08-07,2021,8,7,ES,40.82928,0.64635,Carlos Barceló;Isis Sanpera-Calbet;Martina Ferraguti;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17900,2020-07-27,2020,7,27,ES,41.72561,2.92581,Maria Angeles Puig;Francisco Collantes;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17902,2020-06-20,2020,6,20,ES,41.99206,2.80488,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja;Isis Sanpera-Calbet,CONTINENT_DERIVED_FROM_COORDINATES
17906,2021-05-27,2021,5,27,IT,46.04455,11.13169,Ognyan Mikov;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17907,2020-08-21,2020,8,21,ES,36.57815,-4.5954,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17908,2021-09-14,2021,9,14,ES,41.53758,2.42887,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17909,2018-07-15,2018,7,15,ES,41.56088,2.02359,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17910,2018-08-25,2018,8,25,ES,41.38708,2.06009,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17911,2021-07-04,2021,7,4,IT,45.14316,7.54609,Diego Parrondo Montón;Hugo Costa Osório;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17912,2020-08-20,2020,8,20,ES,36.52119,-4.89022,Sergio Magallanes;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17915,2019-08-28,2019,8,28,ES,41.36935,2.1381,Ignacio Ruiz-Arrondo;Santi Escartin Peña;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17917,2020-07-14,2020,7,14,ES,41.53761,2.42882,Isis Sanpera-Calbet;Maria Angeles Puig;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17920,2019-06-13,2019,6,13,ES,41.08028,1.13305,Maria Angeles Puig;Sarah Delacour;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17923,2018-08-11,2018,8,11,ES,37.9127,-1.34125,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17926,2019-08-30,2019,8,30,ES,41.6765,2.77448,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17927,2018-09-29,2018,9,29,ES,40.00487,3.81206,Maria Angeles Puig;Daniel Bravo-Barriga;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17929,2018-06-18,2018,6,18,ES,38.38724,-0.48241,Roger Eritja;Maria Angeles Puig;Simone Mariani;Santi Escartin Peña,CONTINENT_DERIVED_FROM_COORDINATES
17931,2020-06-19,2020,6,19,ES,41.99209,2.80475,Simone Mariani;Maria Angeles Puig;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17932,2020-05-11,2020,5,11,IT,41.92568,12.41624,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17933,2021-08-06,2021,8,6,HU,47.45835,19.13205,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17934,2019-09-28,2019,9,28,ES,41.39285,1.97557,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
17936,2019-07-01,2019,7,1,ES,41.40772,2.14919,Daniel Bravo-Barriga;Roger Eritja;Pedro María Alarcón-Elbal;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
17937,2020-05-15,2020,5,15,ES,36.66149,-4.54123,Maria Angeles Puig;Daniel Bravo-Barriga;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17938,2019-08-30,2019,8,30,ES,41.33651,1.61085,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17939,2018-09-20,2018,9,20,ES,39.67073,2.57502,Rosario Melero-Alcíbar;Roger Eritja;Maria Angeles Puig;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
17941,2020-11-18,2020,11,18,IT,45.57005,8.9212,Elton Rogozi;Ognyan Mikov;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17944,2019-10-08,2019,10,8,ES,38.34151,-0.51348,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17945,2018-09-05,2018,9,5,ES,41.52908,2.18206,Rosario Melero-Alcíbar;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17949,2020-05-19,2020,5,19,ES,39.56667,-0.55237,Maria Angeles Puig;Sarah Delacour;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17951,2020-09-02,2020,9,2,ES,41.92165,2.2572,Laura Blanco-Sierra;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17952,2020-06-10,2020,6,10,ES,41.37281,2.1688,Sarah Delacour;Rosario Melero-Alcíbar;Roger Eritja;Simone Mariani,CONTINENT_DERIVED_FROM_COORDINATES
17953,2018-08-12,2018,8,12,ES,41.48381,2.26851,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17954,2021-07-04,2021,7,4,ES,41.45547,2.25416,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17955,2019-09-05,2019,9,5,ES,41.08189,1.10307,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17958,2021-08-27,2021,8,27,ES,37.85973,-0.78304,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17962,2020-05-28,2020,5,28,ES,41.62466,0.60283,Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17964,2019-08-28,2019,8,28,ES,41.39698,2.12143,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17965,2020-07-22,2020,7,22,ES,39.88919,-0.08358,Maria Angeles Puig;Simone Mariani;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17966,2019-10-14,2019,10,14,ES,39.53147,2.54476,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja;Santi Escartin Peña,CONTINENT_DERIVED_FROM_COORDINATES
17967,2019-10-25,2019,10,25,ES,41.62824,2.16677,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17969,2020-08-02,2020,8,2,ES,41.6769,2.80126,Maria Angeles Puig;Isis Sanpera-Calbet;Rafael Gutiérrez-López;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17970,2020-07-13,2020,7,13,ES,41.39207,2.15901,Maria Angeles Puig;Laura Blanco-Sierra;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
17971,2018-06-22,2018,6,22,ES,41.27418,1.9718,Rosario Melero-Alcíbar;Mikel Bengoa Paulis;Roger Eritja;Santi Escartin Peña,CONTINENT_DERIVED_FROM_COORDINATES
