,event_date,year,month,day,country_code,latitude,longitude,witness,issue
18193,2021-08-01,2021,8,1,ES,36.51051,-4.73279,Isis Sanpera-Calbet;Ignacio Ruiz-Arrondo;Roger Eritja;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18194,2019-05-21,2019,5,21,ES,39.98447,3.83838,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja;Mikel Bengoa Paulis,CONTINENT_DERIVED_FROM_COORDINATES
18197,2021-09-08,2021,9,8,IT,46.08689,13.19815,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18198,2020-11-01,2020,11,1,HU,47.45988,19.14856,Enkelejda Velo;Elton Rogozi;Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18201,2021-06-19,2021,6,19,ES,37.96691,-1.11623,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18202,2020-06-07,2020,6,7,ES,41.53194,2.29921,Sarah Delacour;Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18203,2020-08-04,2020,8,4,ES,41.38537,2.08613,Maria Angeles Puig;Rafael Gutiérrez-López;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18204,2018-09-23,2018,9,23,ES,36.72188,-4.47027,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja;Daniel Bravo-Barriga,CONTINENT_DERIVED_FROM_COORDINATES
18205,2018-10-02,2018,10,2,ES,39.47649,-0.38382,Maria Angeles Puig;Pedro María Alarcón-Elbal;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18206,2020-09-14,2020,9,14,ES,39.49743,-0.47046,Mikel Bengoa Paulis;Sarah Delacour;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18208,2020-06-28,2020,6,28,ES,41.47933,2.09822,Simone Mariani;Maria Angeles Puig;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18210,2019-07-28,2019,7,28,ES,38.18552,-0.70212,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18212,2020-10-09,2020,10,9,ES,37.11931,-1.83769,Maria Angeles Puig;Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18214,2021-08-15,2021,8,15,HU,47.43187,19.11936,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18215,2019-09-08,2019,9,8,ES,41.63015,0.62676,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18219,2021-07-26,2021,7,26,ES,41.5376,2.42887,Isis Sanpera-Calbet;Sergio Magallanes;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18220,2021-07-05,2021,7,5,IT,46.50082,11.33247,Diego Parrondo Montón;Gábor Kemenesi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18221,2019-08-10,2019,8,10,ES,41.38097,2.13601,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18223,2018-10-12,2018,10,12,ES,41.41952,2.16967,Maria Angeles Puig;Sarah Delacour;Roger Eritja;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
18225,2018-10-11,2018,10,11,ES,38.0256,-1.13922,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18227,2020-10-03,2020,10,3,ES,36.52819,-6.17952,Maria Angeles Puig;Mikel Bengoa Paulis;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18229,2018-10-12,2018,10,12,ES,38.66444,1.51496,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18232,2019-08-06,2019,8,6,ES,37.97623,-1.16885,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18233,2018-08-07,2018,8,7,TH,9.73097,99.9789,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18237,2020-12-29,2020,12,29,IT,44.49577,11.06729,Elton Rogozi;Karin Bakran-Lebl;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18238,2020-05-28,2020,5,28,ES,41.35636,2.08576,Ignacio Ruiz-Arrondo;Simone Mariani;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18242,2021-08-04,2021,8,4,ES,41.68589,2.48697,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Martina Ferraguti;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18244,2020-08-17,2020,8,17,ES,39.50905,2.48181,Laura Blanco-Sierra;Carlos Barceló;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18246,2020-09-24,2020,9,24,HU,47.41241,18.94877,Karin Bakran-Lebl;Elton Rogozi;Kornélia Kurucz;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18248,2020-07-08,2020,7,8,ES,41.44524,2.05207,Sarah Delacour;Maria Angeles Puig;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18252,2020-06-07,2020,6,7,ES,41.82673,1.89448,Sarah Delacour;Rosario Melero-Alcíbar;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18253,2020-07-06,2020,7,6,ES,41.62649,2.16507,Simone Mariani;Ignacio Ruiz-Arrondo;Roger Eritja;Daniel Bravo-Barriga,CONTINENT_DERIVED_FROM_COORDINATES
18258,2018-09-11,2018,9,11,ES,39.56807,3.2209,Ignacio Ruiz-Arrondo;Sarah Delacour;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18259,2019-04-28,2019,4,28,ES,36.7369,-4.41001,Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
18260,2021-09-13,2021,9,13,ES,41.69084,0.63226,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18261,2020-09-13,2020,9,13,ES,41.5374,2.42911,Ignacio Ruiz-Arrondo;Rafael Gutiérrez-López;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18262,2021-09-04,2021,9,4,ES,41.53759,2.42888,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18263,2021-08-24,2021,8,24,ES,41.47099,1.71278,Isis Sanpera-Calbet;Ignacio Ruiz-Arrondo;Roger Eritja;Carlos Barceló,CONTINENT_DERIVED_FROM_COORDINATES
18264,2021-06-20,2021,6,20,ES,41.55525,2.10498,Ignacio Ruiz-Arrondo;Carlos Barceló;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18266,2018-08-18,2018,8,18,ES,41.88868,3.17964,Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja;Pedro María Alarcón-Elbal,CONTINENT_DERIVED_FROM_COORDINATES
18270,2019-10-18,2019,10,18,ES,41.41325,2.15426,Ignacio Ruiz-Arrondo;Rosario Melero-Alcíbar;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18273,2019-09-18,2019,9,18,ES,39.58815,-0.51221,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
18275,2020-10-11,2020,10,11,TR,41.28426,41.24344,Elton Rogozi;Mihaela Kavran;Roger Eritja;Filiz Gunay,CONTINENT_DERIVED_FROM_COORDINATES
18277,2018-08-10,2018,8,10,ES,41.47519,2.07215,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Roger Eritja;Sarah Delacour,CONTINENT_DERIVED_FROM_COORDINATES
18278,2018-09-29,2018,9,29,ES,39.86827,4.2449,Daniel Bravo-Barriga;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
